DCA License Number,License Type,License Expiration Date,Business Name,Business Name 2,Address Building,Address Street Name,Secondary Address Street Name,Address City,Address State,Address ZIP,Contact Phone Number,Address Borough,Borough Code
2055878-DCA,Business,03/31/2019,"YORK PARKING, LLC",,1418,YORK AVE,,NEW YORK,NY,10021,646-773-4400,Manhattan,1
0976184-DCA,Business,03/31/2017,IMPERIAL HOUSE PARKING LLC,,150,E 69TH ST,,NEW YORK,NY,10021,2127142442,Manhattan,1
2025222-DCA,Business,03/31/2019,"CENTRAL PARKING SYSTEM OF NEW YORK, INC.",,47,CHURCH ST,,NEW YORK,NY,10007,2129676800,Manhattan,1
1264918-DCA,Business,03/31/2015,G & M PARKING GARAGE CORP.,,1100,FRANKLIN AVE,,BRONX,NY,10456,7184839458,Bronx,2
1164348-DCA,Business,03/31/2015,"CENTRAL PARKING SYSTEM OF NEW YORK,INC.",,276,LIVINGSTON ST,,BROOKLYN,NY,11217,7188527317,Brooklyn,3
2036329-DCA,Business,03/31/2017,ML GJUSHI PROPERTIES LLC,,453,E 184TH ST,,BRONX,NY,10458,,Bronx,2
0897040-DCA,Business,03/31/2019,INDEPENDENT PARKING LLC,,422,E 72ND ST,,NEW YORK,NY,10021,2126869800,Manhattan,1
1463801-DCA,Business,03/31/2015,QUIK PARK MARLO LLC,,56,FULTON ST,,NEW YORK,NY,10038,2128322066,Manhattan,1
1298783-DCA,Business,03/31/2019,MANSION 88 PARKING LLC,,170,E END AVE,,NEW YORK,NY,10128,2126869800,Manhattan,1
1409764-DCA,Business,03/31/2015,"CENTRAL PARKING SYSTEM OF NEW YORK,INC.",,214,W 80TH ST,,NEW YORK,NY,10024,2125025490,Manhattan,1
0367518-DCA,Business,03/31/2019,MANHATTAN PARKING SYSTEM - WEST 58TH. ST. CORP.,,200,E 67TH ST,,NEW YORK,NY,10065,212-308-5959,Manhattan,1
1390556-DCA,Business,03/31/2015,K & R PARKING CORP.,,1855,E TREMONT AVE,,BRONX,NY,10460,6468374721,Bronx,2
2005585-DCA,Business,03/31/2017,NYC PARKING GROUP I LLC,nyc parking group 1 llc 74,340,E 74TH ST,,NEW YORK,NY,10021,7182850102,Manhattan,1
2029345-DCA,Business,03/31/2019,189 PKG LLC,,4745,PARK AVE,,BRONX,NY,10458,917-731-2034,Bronx,2
1357464-DCA,Business,03/31/2019,"CENTRAL PARKING SYSTEM OF NEW YORK,INC.",,910,5TH AVE,,NEW YORK,NY,10021,9175456763,Manhattan,1
1470158-DCA,Business,03/31/2019,RYER PARKING LLC,,2346,RYER AVE,,BRONX,NY,10458,6463771900,Bronx,2
2057793-DCA,Business,03/31/2019,400 EAST 56 PARKING LLC,,400,E 56TH ST,,NEW YORK,NY,10022,2127522884,Manhattan,1
1262710-DCA,Business,03/31/2019,ACCESS PARKING CORP.,,159,W 21ST ST,,NEW YORK,NY,10011,2126757985,Manhattan,1
1140970-DCA,Business,03/31/2019,"GARDEN GARAGE, LLC",,253,W 29TH ST,,NEW YORK,NY,10001,212-686-9800,Manhattan,1
1357129-DCA,Business,03/31/2017,PARK 70 LLC,,400,E 70TH ST,,NEW YORK,NY,10021,2123272626,Manhattan,1
1397435-DCA,Business,03/31/2015,ON 2'S PARKING & STORAGE INC.,,650,BERRIMAN ST,,BROOKLYN,NY,11208,6313341802,Brooklyn,3
1218382-DCA,Business,03/31/2019,444 MANHATTAN PARKING CORP.,,444,MANHATTAN AVE,,NEW YORK,NY,10026,,Manhattan,1
0469813-DCA,Business,03/31/2019,EAST 71ST STREET GARAGE CORP.,MUTUAL PARKING,135,E 71ST ST,,NEW YORK,NY,10021,2128799451,Manhattan,1
1019560-DCA,Business,03/31/2019,CENTURY CAR PARK LLC,,3310,AVENUE H,,BROOKLYN,NY,11210,2122216111,Brooklyn,3
0903997-DCA,Business,03/31/2015,"CENTRAL PARKING SYSTEM OF NEW YORK,INC.",,109,E 58TH ST,,NEW YORK,NY,10022,2126296602,Manhattan,1
1250775-DCA,Business,03/31/2019,JENUWEN CAR PARK INC.,,590,FLATBUSH AVE,,BROOKLYN,NY,11225,2122216111,Brooklyn,3
2000571-DCA,Business,03/31/2015,"CENTRAL PARKING SYSTEM OF NEW YORK, INC",,109-27,E 58TH ST/ 110 E 59TH STREET,,NEW YORK,NY,10022,2125025490,Manhattan,1
2041301-DCA,Business,07/06/2018,WEST VILLAGE GARAGE CORP,,125,PERRY ST,,NEW YORK,NY,10014,212-262-4771,Manhattan,1
1469453-DCA,Business,03/31/2015,"CORINTHIAN PARKING MANAGEMENT, LLC",,330,E 38TH ST,,NEW YORK,NY,10016,2127957275,Manhattan,1
2044842-DCA,Business,03/31/2019,333 EAST 75TH STREET PARKING CORP.,,333,E 75TH ST,,NEW YORK,NY,10021,2127367171,Manhattan,1
2004995-DCA,Business,03/31/2017,"CLEAN AIR CAR SERVICE & PARKING BRANCH TWO, LLC",,3720,PRINCE ST,,FLUSHING,NY,11354,718-395-8288,Queens,4
2047939-DCA,Business,03/31/2019,"CLEAN AIR CAR SERVICE & PARKING BRANCH 3, LLC",,3720,PRINCE ST,,FLUSHING,NY,11354,,Queens,4
1135063-DCA,Business,03/31/2019,REALPRO PARKING LLC,,330,E 39TH ST,,NEW YORK,NY,10016,2126869800,Manhattan,1
1192895-DCA,Business,03/31/2017,QUIK PARK GARMENT LLC,,155,E 34TH ST,,NEW YORK,NY,10016,2128322066,Manhattan,1
1367334-DCA,Business,03/31/2019,BENEFICIAL 21 PARKING LLC,,329,E 21ST ST,,NEW YORK,NY,10010,2126869800,Manhattan,1
2057385-DCA,Business,03/31/2019,PROTO PARKING INC,,250,E 39TH ST,,NEW YORK,NY,10016,6462092694,Manhattan,1
2020432-DCA,Business,03/31/2019,PARK ARMORYMANAGEMENT LLC,,171,CLERMONT AVE,,BROOKLYN,NY,11205,7182229427,Brooklyn,3
1460831-DCA,Business,03/31/2015,ZAFIRO PARKING INC.,,1380,MLK JR BLVD,,BRONX,NY,10452,2127490125,Bronx,2
1441153-DCA,Business,03/31/2015,FDD ENTERPRISES INC.,,3000,PARK AVE,,BRONX,NY,10451,6463997098,Bronx,2
1084607-DCA,Business,03/31/2019,"CENTRAL PARKING SYSTEM OF NEW YORK,INC.",,4140,UNION ST,,FLUSHING,NY,11355,9175456763,Queens,4
0835198-DCA,Business,03/31/2017,P.J.'S PARKING SERVICE CORP.,PJ'S PARKING,8835,164TH ST,,JAMAICA,NY,11432,7189492507,Queens,4
2021041-DCA,Business,03/31/2017,82-11 LLC,,8213,37TH AVE,,JACKSON HEIGHTS,NY,11372,9172160426,Queens,4
1463443-DCA,Business,03/31/2017,"KINNEY PARKING SYSTEM, LLC",,159,W 48TH ST,,NEW YORK,NY,10036,2125025490,Manhattan,1
1393858-DCA,Business,03/31/2015,"G&M PARKING GARAGE, CORP.",,1208,FRANKLIN AVE,,BRONX,NY,10456,7184839458,Bronx,2
2005579-DCA,Business,03/31/2017,NYC PARKING GROUP I LLC,,333,E 75TH ST,,NEW YORK,NY,10021,7182850102,Manhattan,1
1016447-DCA,Business,03/31/2019,PARADISE GARAGE CORP.,,6260,99TH ST,,REGO PARK,NY,11374,2127367171,Queens,4
0469866-DCA,Business,03/31/2015,METRO PARKING CORP.,,301,E 63RD ST,,NEW YORK,NY,10065,2122493344,Manhattan,1
0929603-DCA,Business,03/31/2015,"CENTRAL PARKING SYSTEM OF NEW YORK,INC.",MEYERS PARKING SYSTEM,47,CHURCH ST,,NEW YORK,NY,10007,2125649199,Manhattan,1
1187112-DCA,Business,03/31/2019,59 AND 5TH PARKING LLC,,767,5TH AVE,,NEW YORK,NY,10153,2126869800,Manhattan,1
0924489-DCA,Business,03/31/2019,CHAMPION BROADWAY PARKING CORP,,60,E 8TH ST,,NEW YORK,NY,10003,2124739061,Manhattan,1
1281648-DCA,Business,11/03/2017,"CENTRAL PARKING SYSTEM OF NEW YORK,INC.",,2201,NOSTRAND AVE,,BROOKLYN,NY,11210,9175456763,Brooklyn,3
2001364-DCA,Business,03/31/2015,"CENTRAL PARKING SYSTEM OF NEW YORK, INC",,100,MORTON ST,,NEW YORK,NY,10014,2125025490,Manhattan,1
1421369-DCA,Business,03/31/2019,JEROME PARKING CORP.,,1961,JEROME AVE,,BRONX,NY,10453,7187167170,Bronx,2
1455589-DCA,Business,03/31/2017,"SCHERMERHORN PARKING MGMT, LLC",,200,SCHERMERHORN ST,,BROOKLYN,NY,11201,2127957275,Brooklyn,3
1415618-DCA,Business,03/31/2019,"CENTRAL PARKING SYSTEM OF NEW YORK,INC.",,13235,SANFORD AVE,,FLUSHING,NY,11355,9175456763,Queens,4
1237770-DCA,Business,03/31/2017,"CAPABLE CAR PARK, LLC",,210,CENTRAL PARK S,,NEW YORK,NY,10019,2122216111,Manhattan,1
1417129-DCA,Business,03/31/2015,24 PARKING GARAGE INC,,1231,WEBSTER AVE,,BRONX,NY,10456,7182934872,Bronx,2
0368677-DCA,Business,03/31/2017,920 PARKING CORP.,,920,PARK AVE,,NEW YORK,NY,10028,2128661000,Manhattan,1
2036981-DCA,Business,03/31/2019,316 BERGEN PARKING CORP,,312,BERGEN ST,,BROOKLYN,NY,11217,2127367171,Brooklyn,3
2044044-DCA,Business,03/31/2019,QUIK PARK ELY GARAGE II LLC,,180,MYRTLE AVE,,BROOKLYN,NY,11201,2126869800,Brooklyn,3
2054449-DCA,Business,03/31/2019,"PROPARK AMERICA NEW YORK, LLC",,11045,QUEENS BLVD,,FOREST HILLS,NY,11375,914-478-6300,Queens,4
2059807-DCA,Business,03/31/2019,"WOC 80 DEKALB GARAGE, LLC",,80,DEKALB AVE,,BROOKLYN,NY,11201,516-565-5600,Brooklyn,3
2036651-DCA,Business,03/31/2017,IMPARK210CPS LLC,,210,CENTRAL PARK S,,NEW YORK,NY,10019,212-937-8660,Manhattan,1
1393976-DCA,Business,03/31/2019,ENTERPRISE PARKING SYSTEMS 11 LLC,,145,E 16TH ST,,NEW YORK,NY,10003,2125643199,Manhattan,1
1263167-DCA,Business,03/31/2019,FLORAL 26 PARKING LLC,,55,W 25TH ST,,NEW YORK,NY,10010,2126869800,Manhattan,1
0984363-DCA,Business,03/31/2019,520 WEST PARKING CORP.,,520,W 43RD ST,,NEW YORK,NY,10036,2127367171,Manhattan,1
1446479-DCA,Business,03/31/2019,QUIK PARK 390 GARAGE LLC,,390,PARK AVE,,NEW YORK,NY,10022,2128322066,Manhattan,1
1251181-DCA,Business,03/31/2017,CHAPLAND PARKING LLC,,111,E 82ND ST,,NEW YORK,NY,10028,2122889645,Manhattan,1
1233573-DCA,Business,03/31/2019,BREVOORT PARKING LLC,,20,E 9TH ST,,NEW YORK,NY,10003,2126869800,Manhattan,1
2000572-DCA,Business,03/31/2015,"CENTRAL PARKING SYSTEM OF NEW YORK, INC",,1250,BROADWAY,,NEW YORK,NY,10001,2125025490,Manhattan,1
0926039-DCA,Business,03/31/2019,"SAM PARKING, L.L.C.",,360,W BROADWAY,,NEW YORK,NY,10013,2129666774,Manhattan,1
1058507-DCA,Business,03/31/2019,53RD PARKING CORP.,,301,W 53RD ST,,NEW YORK,NY,10019,2127367171,Manhattan,1
1266229-DCA,Business,03/31/2015,PRIME CAR PARK LLC,,941,HOE AVE,,BRONX,NY,10459,2122216111,Bronx,2
2059649-DCA,Business,03/31/2019,SMITH & LIVINGSTON PARKING LLC,,141,LIVINGSTON ST,,BROOKLYN,NY,11201,212-686-9800,Brooklyn,3
2057605-DCA,Business,03/31/2019,NEW RIVERDALE PARKING INC.,,3217,IRWIN AVE,,BRONX,NY,10463,2128821911,Bronx,2
0761016-DCA,Business,03/31/2019,64TH WEST END PARKING LLC,,110,W END AVE,,NEW YORK,NY,10023,2126869800,Manhattan,1
2039242-DCA,Business,03/31/2017,247 NORTH 7TH STREET PARKING CORP,,248,N 8TH ST,,BROOKLYN,NY,11211,2127367171,Brooklyn,3
0907146-DCA,Business,03/31/2019,AIR PARK OF JFK INC.,,15344,S CONDUIT AVE,,JAMAICA,NY,11434,7182767000,Queens,4
2015332-DCA,Business,03/31/2019,ONE PARKING 1411 LLC,,136,W 40TH ST,,NEW YORK,NY,10018,2123706530,Manhattan,1
0919699-DCA,Business,03/31/2019,AERO PARKING CORP.,RAPID PARKING INDUSTRIES,10,E 30TH ST,,NEW YORK,NY,10016,2128661000,Manhattan,1
1205557-DCA,Business,03/31/2019,DEB PARKING LLC,,300,W 135TH ST,,NEW YORK,NY,10030,2127143571,Manhattan,1
0811933-DCA,Business,03/31/2019,CENTURY PARKING LLC,CENTRY PARKING LLC,330,E 75TH ST,,NEW YORK,NY,10021,2126869800,Manhattan,1
2022444-DCA,Business,03/31/2017,QSB 267 PROPERTY CO LLC,,267,W 87TH ST,,NEW YORK,NY,10024,2127246833,Manhattan,1
0899470-DCA,Business,03/31/2019,POO PARKING CORP.,,1650,SELWYN AVE,,BRONX,NY,10457,2127536116,Bronx,2
0984236-DCA,Business,03/31/2019,61 JANE PARKING CORP.,,61,JANE ST,,NEW YORK,NY,10014,2122436303,Manhattan,1
0367195-DCA,Business,03/31/2019,NEW YORK PARKING 51ST STREET CORP.,,251,E 51ST ST,,NEW YORK,NY,10022,212-308-5959,Manhattan,1
2016679-DCA,Business,03/31/2019,QUIK PARK EAST 79 GARAGE LLC,,435,E 79TH ST,,NEW YORK,NY,10075,212-832-2066,Manhattan,1
1280518-DCA,Business,03/31/2019,QUIK PARK WEST 62ND ST. LLC,,140,W 65TH ST,,NEW YORK,NY,10023,2128322066,Manhattan,1
1246949-DCA,Business,03/31/2019,PLAZA 48 PARKING LLC,,329,E 48TH ST,,NEW YORK,NY,10017,2126869800,Manhattan,1
1247021-DCA,Business,03/31/2019,GRAMERCY 24 PARKING LLC,,401,2ND AVE,,NEW YORK,NY,10010,2126869800,Manhattan,1
0368933-DCA,Business,03/31/2019,"BRICIN PARKING, CORP.",,511,E 80TH ST,,NEW YORK,NY,10075,2126500141,Manhattan,1
2064517-DCA,Business,03/31/2019,158TH NY CORP,,85,E 158TH ST,,BRONX,NY,10451,7189938026,Bronx,2
2009040-DCA,Business,03/31/2019,AD PARKING INC.,,331,E 132ND ST,,BRONX,NY,10454,7189939003,Bronx,2
2003108-DCA,Business,03/31/2019,BEAVER STREET PARKING LLC,,15,WILLIAM ST,,NEW YORK,NY,10004,212-785-9733,Manhattan,1
1416368-DCA,Business,03/31/2019,QUIK PARK EAST 88TH STREET LLC,,160,E 88TH ST,,NEW YORK,NY,10128,2128323022,Manhattan,1
1079092-DCA,Business,03/31/2019,"IMPACT CAR PARK, LLC",,333,W 26TH ST,,NEW YORK,NY,10001,2122216111,Manhattan,1
0855640-DCA,Business,03/31/2019,ASTRO PARKING LLC,,155,W 70TH ST,,NEW YORK,NY,10023,2126869800,Manhattan,1
1461481-DCA,Business,03/31/2017,"GUILLEN BUSINESS CENTER, INC.",,700,GRAND CONCOURSE,,BRONX,NY,10451,9175591203,Bronx,2
2061663-DCA,Business,03/31/2019,169 LUDLOW PARKING LLC,,180,ORCHARD ST,,NEW YORK,NY,10002,212-262-4771,Manhattan,1
1144401-DCA,Business,03/31/2015,"CENTRAL PARKING SYSTEM OF NEW YORK,INC.",,138,E 50TH ST,,NEW YORK,NY,10022,2126296602,Manhattan,1
1211704-DCA,Business,03/31/2015,"CENTRAL PARKING SYSTEM OF NEW YORK,INC.",,95,OCEANA DR E,,BROOKLYN,NY,11235,7182239722,Brooklyn,3
1302958-DCA,Business,03/31/2015,"CENTRAL PARKING SYSTEM OF NEW YORK,INC.",,554,W 174TH ST,,NEW YORK,NY,10033,2125025490,Manhattan,1
2030917-DCA,Business,03/31/2019,UPTOWN PARKING CORP.,,6,W 137TH ST,,NEW YORK,NY,10037,2124903460,Manhattan,1
1463592-DCA,Business,03/31/2015,"KINNEY PARKING SYSTEM, LLC",,870,8TH AVE,,NEW YORK,NY,10019,2125025490,Manhattan,1
1204520-DCA,Business,03/31/2019,MANHATTAN PARKING EAST 34TH STREET CORP.,,333,E 34TH ST,,NEW YORK,NY,10016,2126862508,Manhattan,1
1432578-DCA,Business,03/31/2019,"SMITH CAR PARK, LLC",,75,SMITH ST,,BROOKLYN,NY,11201,2129966363,Brooklyn,3
1253687-DCA,Business,02/10/2015,"CENTRAL PARKING SYSTEM OF NEW YORK,INC.",,200,CHAMBERS ST,,NEW YORK,NY,10007,2125025490,Manhattan,1
1461597-DCA,Business,03/31/2019,QUIK PARK MIA GARAGE LLC,,38,BOWERY,,NEW YORK,NY,10013,2123492299,Manhattan,1
1074682-DCA,Business,03/31/2019,80TH ST. PARKING CORP.,,525,E 80TH ST,,NEW YORK,NY,10075,2124903460,Manhattan,1
2067952-DCA,Business,03/31/2019,159 WEST 53RD PARKING CORP,,159,W 53RD ST,,NEW YORK,NY,10019,2127367171,Manhattan,1
1313371-DCA,Business,03/31/2019,"CENTRAL PARKING SYSTEM OF NEW YORK,INC.",,406,15TH ST,,BROOKLYN,NY,11215,9175456763,Brooklyn,3
2031029-DCA,Business,03/31/2017,"IMPERIAL PARKING (U.S.), LLC",IMPARK,1199,PARK AVE,,NEW YORK,NY,10128,212-934-8660,Manhattan,1
2048147-DCA,Business,03/31/2019,EZ PARKING GARAGE INC,,1334,LOUIS NINE BLVD,,BRONX,NY,10459,3472207660,Bronx,2
1415219-DCA,Business,03/31/2019,WELCOME PARKING LIMITED LIABILITY COMPANY,,511,W 18TH ST,,NEW YORK,NY,10011,2016807129,Manhattan,1
1379056-DCA,Business,03/31/2017,STANDARD PARKING CORPORATION,,1292,PARK AVE,,NEW YORK,NY,10029,2122410795,Manhattan,1
1187738-DCA,Business,03/31/2017,REYER PARKING CORP.,,257,E 187TH ST,,BRONX,NY,10458,2125416050,Bronx,2
2017620-DCA,Business,03/31/2019,QUIK PARK 3RD AVE LLC,,1142,3RD AVE,,NEW YORK,NY,10065,2128322066,Manhattan,1
0368219-DCA,Business,03/31/2019,CIRCLE PARKING LLC,,200,W 52ND ST,,NEW YORK,NY,10019,2126869800,Manhattan,1
1246823-DCA,Business,03/31/2019,310 LEX PARKING MGMT LLC,,310,LEXINGTON AVE,,NEW YORK,NY,10016,2126812044,Manhattan,1
1128757-DCA,Business,03/31/2017,MAJESTIC CAR PARK LLC,,1199,PARK AVE,,NEW YORK,NY,10128,2122216111,Manhattan,1
1416499-DCA,Business,03/31/2019,ALVA 47 PARKING LLC,,257,W 47TH ST,,NEW YORK,NY,10036,2126869800,Manhattan,1
2068189-DCA,Business,03/31/2019,AMP VALET PARKING INC.,,5423,8TH AVE,,BROOKLYN,NY,11220,7182882213,Brooklyn,3
1466974-DCA,Business,03/31/2015,"KINNEY PARKING SYSTEM, LLC",,3739,W 12TH ST,,NEW YORK,NY,10011,2125025490,,
0992903-DCA,Business,03/31/2019,"SEVEN ELEVEN CAR PARK, LLC",GGMC,711,3RD AVE,,NEW YORK,NY,10017,2129966363,Manhattan,1
1002428-DCA,Business,03/31/2019,REED PARKING CORP.,,10025,QUEENS BLVD,,FLUSHING,NY,11375,2124903460,Queens,4
1310420-DCA,Business,03/31/2017,216-10 NY PARKING CORP,,4055,10TH AVE,,NEW YORK,NY,10034,(212) 304-0315,Manhattan,1
0883497-DCA,Business,03/31/2015,"G & R PARKING SERVICES, INC.",,1550,BLONDELL AVE,,BRONX,NY,10461,7184309038,Bronx,2
1372294-DCA,Business,03/31/2017,ALERT GARAGE CORP.,,3017,40TH AVE,,LONG IS CITY,NY,11101,7187860643,Queens,4
2051520-DCA,Business,03/31/2019,LONG ISLAND JEWISH MEDICAL CENTER,,27117,76TH AVE,,NEW HYDE PARK,NY,11040,718-470-7202,Queens,4
0429031-DCA,Business,03/31/2017,57 & 11 PARKING CORP.,,622,W 57TH ST,,NEW YORK,NY,10019,2128887400,Manhattan,1
1251117-DCA,Business,03/31/2015,QUIK PARK 48TH ST. GARAGE CORP.,,300,E 48TH ST,,NEW YORK,NY,10017,2128322066,Manhattan,1
1465250-DCA,Business,02/28/2019,SECURE GARAGE DOOR LLC,,10126,98TH ST,,OZONE PARK,NY,11416,7188489477,Queens,4
0888537-DCA,Business,03/31/2019,SAFEWAY PARKING CORP.,,345,E 86TH ST,,NEW YORK,NY,10028,2124109603,Manhattan,1
2031080-DCA,Business,03/31/2017,IMPERIAL PARKING US LLC,IMPARK,302,2ND ST,,BROOKLYN,NY,11215,2125573311,Brooklyn,3
1473030-DCA,Business,03/31/2015,24 LEONARD PARKING LLC,,24,LEONARD ST,,NEW YORK,NY,10013,2126202621,Manhattan,1
1283493-DCA,Business,03/31/2019,KIPS BAY 27 PARKING LLC,,236,E 27TH ST,,NEW YORK,NY,10016,2126869800,Manhattan,1
0921240-DCA,Business,03/31/2015,PARK RIGHT CORPORATION,PARK RIGHT,564,SAINT JOHNS PL,,BROOKLYN,NY,11238,2124599003,Brooklyn,3
1188120-DCA,Business,03/31/2015,"CENTRAL PARKING SYSTEM OF NEW YORK,INC.",,340,E 80TH ST,,NEW YORK,NY,10075,2125025490,Manhattan,1
1320741-DCA,Business,03/31/2019,201 PEARL PARKING CORP.,,201,PEARL ST,,NEW YORK,NY,10038,2127367171,Manhattan,1
1093313-DCA,Business,03/31/2019,CHAMPION PARKING 57 LLC,,316,W 57TH ST,,NEW YORK,NY,10019,2123085959,Manhattan,1
2044110-DCA,Business,03/31/2019,340 EAST 74TH STREET PARKING CORP,,340,E 74TH ST,,NEW YORK,NY,10021,2127367171,Manhattan,1
2020001-DCA,Business,03/31/2019,44 ELIZABETH STREET PARKING CORP,,44,ELIZABETH ST,,NEW YORK,NY,10013,,Manhattan,1
1461227-DCA,Business,03/31/2019,IMPERIAL PARKING US LLC,IMPARK,92-30,165 STREET,,JAMAICA,NY,11433,2129378660,,
1247355-DCA,Business,03/31/2019,"CLARITY 47 PARKING, LLC",,145,W 47TH ST,,NEW YORK,NY,10036,2126869800,Manhattan,1
2028650-DCA,Business,03/31/2019,"G&M PARKING GARAGE, CORP.",,1231,WEBSTER AVE,,BRONX,NY,10456,718-524-8328,Bronx,2
2024293-DCA,Business,05/27/2017,"PROPARK AMERICA NEW YORK, LLC",,9015,QUEENS BLVD,,ELMHURST,NY,11373,914-478-6300,Queens,4
0801652-DCA,Business,03/31/2019,PROUD PARKING LLC,,5,E 22ND ST,,NEW YORK,NY,10010,2126869800,Manhattan,1
2003468-DCA,Business,03/31/2019,QUIK PARK LIBBY 2 LLC,,300-04,E 48TH ST,,NEW YORK,NY,10017,212-832-2066,Manhattan,1
2032047-DCA,Business,03/31/2019,WILLSHIRE CAR PARK INC.,,18230,WEXFORD TER,,JAMAICA,NY,11432,2122216111,Queens,4
1213350-DCA,Business,03/31/2019,"STABLE CAR PARKING, INC.",,9201,4TH AVE,,BROOKLYN,NY,11209,212-979-9815,Brooklyn,3
2001370-DCA,Business,03/31/2015,"CENTRAL PARKING SYSTEM OF NEW YORK, INC",,115,E 57TH ST,,NEW YORK,NY,10022,2125025490,Manhattan,1
0427101-DCA,Business,03/31/2019,S.T.A. PARKING CORP.,,433,E 76TH ST,,NEW YORK,NY,10021,2127378850,Manhattan,1
1458721-DCA,Business,03/31/2019,SCARLET 53 PARKING LLC,,211,E 53RD ST,,NEW YORK,NY,10022,2126869800,Manhattan,1
1463828-DCA,Business,03/31/2019,QUIK PARK W. 14TH STREET LLC,,222,W 14TH ST,,NEW YORK,NY,10011,212-686-9800,Manhattan,1
2028563-DCA,Business,03/31/2017,K One Parking Inc,,2160,WEBSTER AVE,,BRONX,NY,10457,,Bronx,2
1400052-DCA,Business,03/31/2019,SHERMAN PARKING SYSTEMS INC.,,361,E 161ST ST,,BRONX,NY,10451,9149601795,Bronx,2
1185987-DCA,Business,03/31/2015,"CENTRAL PARKING SYSTEM OF NEW YORK,INC.",,100,MORTON ST,,NEW YORK,NY,10014,2125025490,Manhattan,1
1130687-DCA,Business,03/31/2019,165 EAST PARKING CORP.,,165,E 72ND ST,,NEW YORK,NY,10021,2127367171,Manhattan,1
1305460-DCA,Business,03/31/2019,THEATER 50 PARKING LLC,,305,W 50TH ST,,NEW YORK,NY,10019,2126869800,Manhattan,1
1385662-DCA,Business,03/31/2019,J & A PARKING INC,,376,E 184TH ST,,BRONX,NY,10458,7186180992,Bronx,2
1263702-DCA,Business,03/31/2017,MAGIC PARKING LLC,,225,SAINT NICHOLAS AVE,,NEW YORK,NY,10027,2122893800,Manhattan,1
1384437-DCA,Business,03/31/2019,REX PARKING CORP.,,10,E 153RD ST,,BRONX,NY,10451,5166984240,Bronx,2
1181008-DCA,Business,03/31/2019,"POST OFFICE GARAGE, LLC",MEYERS PARKING,340,W 31ST ST,,NEW YORK,NY,10001,2125025490,Manhattan,1
2054333-DCA,Business,03/31/2019,247 NORTH 7TH STREET PARKING CORP.,,248,N 8TH ST,,BROOKLYN,NY,11211,929-337-8633,Brooklyn,3
0889934-DCA,Business,03/31/2019,"MUTUAL PARKING SYSTEM, INC.",,340,E 64TH ST,,NEW YORK,NY,10065,2128887400,Manhattan,1
1463814-DCA,Business,03/31/2015,QUIK PARK LIBBY LLC,,301,E 48TH ST,,NEW YORK,NY,10017,2128322066,Manhattan,1
0800698-DCA,Business,03/31/2019,245 EAST 36TH STREET GARAGE CORP.,,237,E 36TH ST,,NEW YORK,NY,10016,2126880700,Manhattan,1
1298776-DCA,Business,03/31/2019,PARK AVENUE 39 PARKING LLC,,90,PARK AVE,,NEW YORK,NY,10016,212-686-9800,Manhattan,1
1026542-DCA,Business,03/31/2019,GEM PARKING CORP.,,260,E 188TH ST,,BRONX,NY,10458,2124903460,Bronx,2
2027709-DCA,Business,03/31/2019,225 EAST 63RD PARKING CORP,,221,E 63RD ST,,NEW YORK,NY,10065,2127367171,Manhattan,1
1460988-DCA,Business,03/31/2019,PENN PARKING LLC,,1,PENN PLAZA,,NEW YORK,NY,10001,2126869800,,
2045008-DCA,Business,03/31/2019,155 EAST 55TH STREET PARKING CORP,,155,E 55TH ST,,NEW YORK,NY,10022,2127367171,Manhattan,1
1259179-DCA,Business,03/31/2015,36-36 PRINCE PARKING LLC,,3636,PRINCE ST,,FLUSHING,NY,11354,7183580001,Queens,4
2031173-DCA,Business,03/31/2019,ACE'S PARKING GARAGE INC.,,950,WESTCHESTER AVE,,BRONX,NY,10459,3472207660,Bronx,2
1406932-DCA,Business,03/31/2017,ROX PARKING LLC,,931,1ST AVE,,NEW YORK,NY,10022,2123272626,Manhattan,1
1420787-DCA,Business,03/31/2019,CHAMPION PARKING 68 LLC,,80,CENTRAL PARK W,,NEW YORK,NY,10023,2123085959,Manhattan,1
1416193-DCA,Business,03/31/2019,SUPREME 85 PARKING LLC,,85,LIVINGSTON ST,,BROOKLYN,NY,11201,718-694-2060,Brooklyn,3
1192922-DCA,Business,03/31/2019,QUIK PARK SOUTHERN LLC,,1,NEW YORK PLZ,,NEW YORK,NY,10004,2128322066,Manhattan,1
2043321-DCA,Business,03/31/2019,PARK FDB LLC,,2280,FREDERICK DOUGLASS BLVD,,NEW YORK,NY,10027,2122228487,Manhattan,1
2018933-DCA,Business,03/31/2017,ALLIANCE DAG PARKING LLC,,240,E 47TH ST,,NEW YORK,NY,10017,212-795-7275,Manhattan,1
2000456-DCA,Business,03/31/2019,KEY PARKING LLC,,115,E 9TH ST,,NEW YORK,NY,10003,2125810535,Manhattan,1
2048355-DCA,Business,03/31/2019,BROOK PARK PARKING CORP.,,1830,E TREMONT AVE,,BRONX,NY,10460,9174705093,Bronx,2
1250880-DCA,Business,03/31/2015,HESTER PARKING CORP.,,106,MOTT ST,,NEW YORK,NY,10013,9736228888,Manhattan,1
0731368-DCA,Business,03/31/2017,JO-DASH PARKING CORP.,,488,3RD AVE,,NEW YORK,NY,10016,2126869800,Manhattan,1
